count,mno,district,popsize,date,farm.type,year,rate,id,Chill_Apr,Chill_May,Chill_Jun,Chill_Jul,Chill_Aug,Chill_Sep,Deficit_Jan,Deficit_Feb,Deficit_Mar,Deficit_Apr,Deficit_May,Deficit_Jun,Deficit_Jul,Deficit_Aug,Deficit_Sep,Deficit_Oct,Deficit_Nov,Deficit_Dec,Frost_Jan,Frost_Feb,Frost_Mar,Frost_Apr,Frost_May,Frost_Jun,Frost_Jul,Frost_Aug,Frost_Sep,Frost_Oct,Frost_Nov,Frost_Dec,Rad_Jan,Rad_Feb,Rad_Mar,Rad_Apr,Rad_May,Rad_Jun,Rad_Jul,Rad_Aug,Rad_Sep,Rad_Oct,Rad_Nov,Rad_Dec,Rain_Jan,Rain_Feb,Rain_Mar,Rain_Apr,Rain_May,Rain_Jun,Rain_Jul,Rain_Aug,Rain_Sep,Rain_Oct,Rain_Nov,Rain_Dec,Raindays_Jan,Raindays_Feb,Raindays_Mar,Raindays_Apr,Raindays_May,Raindays_Jun,Raindays_Jul,Raindays_Aug,Raindays_Sep,Raindays_Oct,Raindays_Nov,Raindays_Dec,RH_Jan,RH_Feb,RH_Mar,RH_Apr,RH_May,RH_Jun,RH_Jul,RH_Aug,RH_Sep,RH_Oct,RH_Nov,RH_Dec,Runoff_Jan,Runoff_Feb,Runoff_Mar,Runoff_Apr,Runoff_May,Runoff_Jun,Runoff_Jul,Runoff_Aug,Runoff_Sep,Runoff_Oct,Runoff_Nov,Runoff_Dec,Sun_Jan,Sun_Feb,Sun_Mar,Sun_Apr,Sun_May,Sun_Jun,Sun_Jul,Sun_Aug,Sun_Sep,Sun_Oct,Sun_Nov,Sun_Dec,Tearth_Jan,Tearth_Feb,Tearth_Mar,Tearth_Apr,Tearth_May,Tearth_Jun,Tearth_Jul,Tearth_Aug,Tearth_Sep,Tearth_Oct,Tearth_Nov,Tearth_Dec,Tgrassmin_Jan,Tgrassmin_Feb,Tgrassmin_Mar,Tgrassmin_Apr,Tgrassmin_May,Tgrassmin_Jun,Tgrassmin_Jul,Tgrassmin_Aug,Tgrassmin_Sep,Tgrassmin_Oct,Tgrassmin_Nov,Tgrassmin_Dec,Tmax_Jan,Tmax_Feb,Tmax_Mar,Tmax_Apr,Tmax_May,Tmax_Jun,Tmax_Jul,Tmax_Aug,Tmax_Sep,Tmax_Oct,Tmax_Nov,Tmax_Dec,Tmean_Jan,Tmean_Feb,Tmean_Mar,Tmean_Apr,Tmean_May,Tmean_Jun,Tmean_Jul,Tmean_Aug,Tmean_Sep,Tmean_Oct,Tmean_Nov,Tmean_Dec,Tmin_Jan,Tmin_Feb,Tmin_Mar,Tmin_Apr,Tmin_May,Tmin_Jun,Tmin_Jul,Tmin_Aug,Tmin_Sep,Tmin_Oct,Tmin_Nov,Tmin_Dec,Tsd_Jan,Tsd_Feb,Tsd_Mar,Tsd_Apr,Tsd_May,Tsd_Jun,Tsd_Jul,Tsd_Aug,Tsd_Sep,Tsd_Oct,Tsd_Nov,Tsd_Dec,VP_Jan,VP_Feb,VP_Mar,VP_Apr,VP_May,VP_Jun,VP_Jul,VP_Aug,VP_Sep,VP_Oct,VP_Nov,VP_Dec
8,4,Auckland,2302,4/1/2009,Cattle,2009,0.003475239,Auckland__2009-04-01,13.5,78.5,190.5,165.5,53.5,75,89.58395,97.8527,95.7102,21.4153,0,0,0,0,0,0,32.1585,58.81,0,0,0,0,1,10.5,5,1,2.5,0,0,0,23.17053333,19.2987,16.07686667,11.67385,8.5179,7.1305,7.9395,10.18145,14.52785,17.42145,18.7345,23.6242,62.4,11.13333333,13.3,53,155.6,111.5,132,85.8,102.1,121.9,35.3,87.8,10.33333333,8.666666667,10.5,10.5,22.5,15.5,20.5,15,15.5,18,14,10,75.15053333,79.55953333,78.04303333,79.75,83.2742,86.85,86.87095,83.35485,82.16665,78.41935,78.0167,76.74195,0,0,0,0,27.2,90.6,106.65,34.6,35.95,46.1,2.2,0,257.55,196.05,215.25,147.6,152.7,138.2,161.3,149.7,186.1,175.3,144.6,237.9,20.49035,21.38035,18.779,15.3,10.6903,8.38,8.5387,10.9903,12.61,13.7871,16.3667,18.7032,5.366666667,7.033333333,0.233333333,0.35,-1.8,-4.05,-2.4,-0.7,-2.5,-0.1,4.05,5.75,22.8473,24.34523333,22.157,19.33335,15.2903,13.29,13.61935,15.69355,16.67165,15.8676,17.99335,20.9984,18.2957,19.53333333,16.6957,14.76665,10.9355,8.6583,9.13875,11.7242,12.70835,12.15485,14.53335,16.87905,14.52366667,16.38693333,13.6516,11.1833,7.42905,5.21335,5.75805,8.6242,8.11165,8.4456,11.48,12.75485,1.893,1.3876,1.706366667,2.11135,2.09545,2.67885,1.98485,1.5674,1.8876,2.062,1.4937,1.81535,15.88623333,18.1307,14.98546667,13.60435,10.9919,10.01675,10.1916,11.52385,12.2477,11.2233,13.00685,14.87645
8,5,Auckland,2302,5/1/2009,Cattle,2009,0.003475239,Auckland__2009-05-01,1.666666667,78.5,190.5,165.5,53.5,75,89.58395,97.8527,95.7102,24.6424,0,0,0,0,0,0,32.1585,58.81,0,0,0,0,1,10.5,5,1,2.5,0,0,0,23.17053333,19.2987,16.07686667,11.87146667,8.5179,7.1305,7.9395,10.18145,14.52785,17.42145,18.7345,23.6242,62.4,11.13333333,13.3,59,155.6,111.5,132,85.8,102.1,121.9,35.3,87.8,10.33333333,8.666666667,10.5,13,22.5,15.5,20.5,15,15.5,18,14,10,75.15053333,79.55953333,78.04303333,80.54443333,83.2742,86.85,86.87095,83.35485,82.16665,78.41935,78.0167,76.74195,0,0,0,0,27.2,90.6,106.65,34.6,35.95,46.1,2.2,0,257.55,196.05,215.25,170.85,152.7,138.2,161.3,149.7,186.1,175.3,144.6,237.9,20.49035,21.38035,18.779,16.37165,10.6903,8.38,8.5387,10.9903,12.61,13.7871,16.3667,18.7032,5.366666667,7.033333333,0.233333333,2.133333333,-1.8,-4.05,-2.4,-0.7,-2.5,-0.1,4.05,5.75,22.8473,24.34523333,22.157,20.29886667,15.2903,13.29,13.61935,15.69355,16.67165,15.8676,17.99335,20.9984,18.2957,19.53333333,16.6957,15.84333333,10.9355,8.6583,9.13875,11.7242,12.70835,12.15485,14.53335,16.87905,14.52366667,16.38693333,13.6516,11.65776667,7.42905,5.21335,5.75805,8.6242,8.11165,8.4456,11.48,12.75485,1.893,1.3876,1.706366667,1.624466667,2.09545,2.67885,1.98485,1.5674,1.8876,2.062,1.4937,1.81535,15.88623333,18.1307,14.98546667,14.57856667,10.9919,10.01675,10.1916,11.52385,12.2477,11.2233,13.00685,14.87645
4,6,Auckland,2302,6/1/2009,Cattle,2009,0.001737619,Auckland__2009-06-01,1.666666667,40,190.5,165.5,53.5,75,89.58395,97.8527,95.7102,24.6424,0,0,0,0,0,0,32.1585,58.81,0,0,0,0,0,10.5,5,1,2.5,0,0,0,23.17053333,19.2987,16.07686667,11.87146667,7.94115,7.1305,7.9395,10.18145,14.52785,17.42145,18.7345,23.6242,62.4,11.13333333,13.3,59,146.9,111.5,132,85.8,102.1,121.9,35.3,87.8,10.33333333,8.666666667,10.5,13,16.5,15.5,20.5,15,15.5,18,14,10,75.15053333,79.55953333,78.04303333,80.54443333,85.8387,86.85,86.87095,83.35485,82.16665,78.41935,78.0167,76.74195,0,0,0,0,17.05,90.6,106.65,34.6,35.95,46.1,2.2,0,257.55,196.05,215.25,170.85,138.4,138.2,161.3,149.7,186.1,175.3,144.6,237.9,20.49035,21.38035,18.779,16.37165,12.9323,8.38,8.5387,10.9903,12.61,13.7871,16.3667,18.7032,5.366666667,7.033333333,0.233333333,2.133333333,0.15,-4.05,-2.4,-0.7,-2.5,-0.1,4.05,5.75,22.8473,24.34523333,22.157,20.29886667,17.10645,13.29,13.61935,15.69355,16.67165,15.8676,17.99335,20.9984,18.2957,19.53333333,16.6957,15.84333333,12.7468,8.6583,9.13875,11.7242,12.70835,12.15485,14.53335,16.87905,14.52366667,16.38693333,13.6516,11.65776667,9.39355,5.21335,5.75805,8.6242,8.11165,8.4456,11.48,12.75485,1.893,1.3876,1.706366667,1.624466667,2.063,2.67885,1.98485,1.5674,1.8876,2.062,1.4937,1.81535,15.88623333,18.1307,14.98546667,14.57856667,12.709,10.01675,10.1916,11.52385,12.2477,11.2233,13.00685,14.87645
3,7,Auckland,2302,7/1/2009,Cattle,2009,0.001303215,Auckland__2009-07-01,1.666666667,40,68.33333333,165.5,53.5,75,89.58395,97.8527,95.7102,24.6424,0,0,0,0,0,0,32.1585,58.81,0,0,0,0,0,1.666666667,5,1,2.5,0,0,0,23.17053333,19.2987,16.07686667,11.87146667,7.94115,6.9702,7.9395,10.18145,14.52785,17.42145,18.7345,23.6242,62.4,11.13333333,13.3,59,146.9,188.4,132,85.8,102.1,121.9,35.3,87.8,10.33333333,8.666666667,10.5,13,16.5,20.66666667,20.5,15,15.5,18,14,10,75.15053333,79.55953333,78.04303333,80.54443333,85.8387,89.72223333,86.87095,83.35485,82.16665,78.41935,78.0167,76.74195,0,0,0,0,17.05,172,106.65,34.6,35.95,46.1,2.2,0,257.55,196.05,215.25,170.85,138.4,132.85,161.3,149.7,186.1,175.3,144.6,237.9,20.49035,21.38035,18.779,16.37165,12.9323,10.79665,8.5387,10.9903,12.61,13.7871,16.3667,18.7032,5.366666667,7.033333333,0.233333333,2.133333333,0.15,-1.6,-2.4,-0.7,-2.5,-0.1,4.05,5.75,22.8473,24.34523333,22.157,20.29886667,17.10645,15.00443333,13.61935,15.69355,16.67165,15.8676,17.99335,20.9984,18.2957,19.53333333,16.6957,15.84333333,12.7468,10.72443333,9.13875,11.7242,12.70835,12.15485,14.53335,16.87905,14.52366667,16.38693333,13.6516,11.65776667,9.39355,8.01,5.75805,8.6242,8.11165,8.4456,11.48,12.75485,1.893,1.3876,1.706366667,1.624466667,2.063,1.988666667,1.98485,1.5674,1.8876,2.062,1.4937,1.81535,15.88623333,18.1307,14.98546667,14.57856667,12.709,11.6858,10.1916,11.52385,12.2477,11.2233,13.00685,14.87645
4,8,Auckland,2302,8/1/2009,Cattle,2009,0.001737619,Auckland__2009-08-01,1.666666667,40,68.33333333,185.3333333,53.5,75,89.58395,97.8527,95.7102,24.6424,0,0,0,0,0,0,32.1585,58.81,0,0,0,0,0,1.666666667,5,1,2.5,0,0,0,23.17053333,19.2987,16.07686667,11.87146667,7.94115,6.9702,8.057733333,10.18145,14.52785,17.42145,18.7345,23.6242,62.4,11.13333333,13.3,59,146.9,188.4,113.2666667,85.8,102.1,121.9,35.3,87.8,10.33333333,8.666666667,10.5,13,16.5,20.66666667,15.66666667,15,15.5,18,14,10,75.15053333,79.55953333,78.04303333,80.54443333,85.8387,89.72223333,89.84946667,83.35485,82.16665,78.41935,78.0167,76.74195,0,0,0,0,17.05,172,88.23333333,34.6,35.95,46.1,2.2,0,257.55,196.05,215.25,170.85,138.4,132.85,164.55,149.7,186.1,175.3,144.6,237.9,20.49035,21.38035,18.779,16.37165,12.9323,10.79665,8.40645,10.9903,12.61,13.7871,16.3667,18.7032,5.366666667,7.033333333,0.233333333,2.133333333,0.15,-1.6,-3.933333333,-0.7,-2.5,-0.1,4.05,5.75,22.8473,24.34523333,22.157,20.29886667,17.10645,15.00443333,14.03763333,15.69355,16.67165,15.8676,17.99335,20.9984,18.2957,19.53333333,16.6957,15.84333333,12.7468,10.72443333,8.6129,11.7242,12.70835,12.15485,14.53335,16.87905,14.52366667,16.38693333,13.6516,11.65776667,9.39355,8.01,5.783866667,8.6242,8.11165,8.4456,11.48,12.75485,1.893,1.3876,1.706366667,1.624466667,2.063,1.988666667,1.8002,1.5674,1.8876,2.062,1.4937,1.81535,15.88623333,18.1307,14.98546667,14.57856667,12.709,11.6858,10.16073333,11.52385,12.2477,11.2233,13.00685,14.87645
1,9,Auckland,2302,9/1/2009,Cattle,2009,0.000434405,Auckland__2009-09-01,1.666666667,40,68.33333333,185.3333333,59.33333333,75,89.58395,97.8527,95.7102,24.6424,0,0,0,0,0,0,32.1585,58.81,0,0,0,0,0,1.666666667,5,0.666666667,2.5,0,0,0,23.17053333,19.2987,16.07686667,11.87146667,7.94115,6.9702,8.057733333,8.526033333,14.52785,17.42145,18.7345,23.6242,62.4,11.13333333,13.3,59,146.9,188.4,113.2666667,190.4666667,102.1,121.9,35.3,87.8,10.33333333,8.666666667,10.5,13,16.5,20.66666667,15.66666667,25.66666667,15.5,18,14,10,75.15053333,79.55953333,78.04303333,80.54443333,85.8387,89.72223333,89.84946667,90.30106667,82.16665,78.41935,78.0167,76.74195,0,0,0,0,17.05,172,88.23333333,156.5,35.95,46.1,2.2,0,257.55,196.05,215.25,170.85,138.4,132.85,164.55,121.4,186.1,175.3,144.6,237.9,20.49035,21.38035,18.779,16.37165,12.9323,10.79665,8.40645,11.20485,12.61,13.7871,16.3667,18.7032,5.366666667,7.033333333,0.233333333,2.133333333,0.15,-1.6,-3.933333333,-0.866666667,-2.5,-0.1,4.05,5.75,22.8473,24.34523333,22.157,20.29886667,17.10645,15.00443333,14.03763333,14.90213333,16.67165,15.8676,17.99335,20.9984,18.2957,19.53333333,16.6957,15.84333333,12.7468,10.72443333,8.6129,11.4882,12.70835,12.15485,14.53335,16.87905,14.52366667,16.38693333,13.6516,11.65776667,9.39355,8.01,5.783866667,8.367766667,8.11165,8.4456,11.48,12.75485,1.893,1.3876,1.706366667,1.624466667,2.063,1.988666667,1.8002,1.6794,1.8876,2.062,1.4937,1.81535,15.88623333,18.1307,14.98546667,14.57856667,12.709,11.6858,10.16073333,12.33046667,12.2477,11.2233,13.00685,14.87645
1,10,Auckland,2302,10/1/2009,Cattle,2009,0.000434405,Auckland__2009-10-01,1.666666667,40,68.33333333,185.3333333,59.33333333,11.33333333,89.58395,97.8527,95.7102,24.6424,0,0,0,0,0,0,32.1585,58.81,0,0,0,0,0,1.666666667,5,0.666666667,0,0,0,0,23.17053333,19.2987,16.07686667,11.87146667,7.94115,6.9702,8.057733333,8.526033333,12.4631,17.42145,18.7345,23.6242,62.4,11.13333333,13.3,59,146.9,188.4,113.2666667,190.4666667,132.5333333,121.9,35.3,87.8,10.33333333,8.666666667,10.5,13,16.5,20.66666667,15.66666667,25.66666667,21.66666667,18,14,10,75.15053333,79.55953333,78.04303333,80.54443333,85.8387,89.72223333,89.84946667,90.30106667,82.06666667,78.41935,78.0167,76.74195,0,0,0,0,17.05,172,88.23333333,156.5,68.4,46.1,2.2,0,257.55,196.05,215.25,170.85,138.4,132.85,164.55,121.4,153.15,175.3,144.6,237.9,20.49035,21.38035,18.779,16.37165,12.9323,10.79665,8.40645,11.20485,12.56335,13.7871,16.3667,18.7032,5.366666667,7.033333333,0.233333333,2.133333333,0.15,-1.6,-3.933333333,-0.866666667,2.4,-0.1,4.05,5.75,22.8473,24.34523333,22.157,20.29886667,17.10645,15.00443333,14.03763333,14.90213333,16.0611,15.8676,17.99335,20.9984,18.2957,19.53333333,16.6957,15.84333333,12.7468,10.72443333,8.6129,11.4882,12.71666667,12.15485,14.53335,16.87905,14.52366667,16.38693333,13.6516,11.65776667,9.39355,8.01,5.783866667,8.367766667,9.439966667,8.4456,11.48,12.75485,1.893,1.3876,1.706366667,1.624466667,2.063,1.988666667,1.8002,1.6794,1.655166667,2.062,1.4937,1.81535,15.88623333,18.1307,14.98546667,14.57856667,12.709,11.6858,10.16073333,12.33046667,12.12703333,11.2233,13.00685,14.87645
0,11,Auckland,2302,11/1/2009,Cattle,2009,0,Auckland__2009-11-01,1.666666667,40,68.33333333,185.3333333,59.33333333,11.33333333,89.58395,97.8527,95.7102,24.6424,0,0,0,0,0,4.9989,32.1585,58.81,0,0,0,0,0,1.666666667,5,0.666666667,0,0,0,0,23.17053333,19.2987,16.07686667,11.87146667,7.94115,6.9702,8.057733333,8.526033333,12.4631,18.98013333,18.7345,23.6242,62.4,11.13333333,13.3,59,146.9,188.4,113.2666667,190.4666667,132.5333333,29,35.3,87.8,10.33333333,8.666666667,10.5,13,16.5,20.66666667,15.66666667,25.66666667,21.66666667,11,14,10,75.15053333,79.55953333,78.04303333,80.54443333,85.8387,89.72223333,89.84946667,90.30106667,82.06666667,78.47313333,78.0167,76.74195,0,0,0,0,17.05,172,88.23333333,156.5,68.4,0,2.2,0,257.55,196.05,215.25,170.85,138.4,132.85,164.55,121.4,153.15,230.85,144.6,237.9,20.49035,21.38035,18.779,16.37165,12.9323,10.79665,8.40645,11.20485,12.56335,13.88225,16.3667,18.7032,5.366666667,7.033333333,0.233333333,2.133333333,0.15,-1.6,-3.933333333,-0.866666667,2.4,1,4.05,5.75,22.8473,24.34523333,22.157,20.29886667,17.10645,15.00443333,14.03763333,14.90213333,16.0611,17.45806667,17.99335,20.9984,18.2957,19.53333333,16.6957,15.84333333,12.7468,10.72443333,8.6129,11.4882,12.71666667,13.02043333,14.53335,16.87905,14.52366667,16.38693333,13.6516,11.65776667,9.39355,8.01,5.783866667,8.367766667,9.439966667,9.323633333,11.48,12.75485,1.893,1.3876,1.706366667,1.624466667,2.063,1.988666667,1.8002,1.6794,1.655166667,1.592733333,1.4937,1.81535,15.88623333,18.1307,14.98546667,14.57856667,12.709,11.6858,10.16073333,12.33046667,12.12703333,11.85216667,13.00685,14.87645
1,12,Auckland,2302,12/1/2009,Cattle,2009,0.000434405,Auckland__2009-12-01,1.666666667,40,68.33333333,185.3333333,59.33333333,11.33333333,89.58395,97.8527,95.7102,24.6424,0,0,0,0,0,4.9989,86.23473333,58.81,0,0,0,0,0,1.666666667,5,0.666666667,0,0,0,0,23.17053333,19.2987,16.07686667,11.87146667,7.94115,6.9702,8.057733333,8.526033333,12.4631,18.98013333,22.19676667,23.6242,62.4,11.13333333,13.3,59,146.9,188.4,113.2666667,190.4666667,132.5333333,29,32.53333333,87.8,10.33333333,8.666666667,10.5,13,16.5,20.66666667,15.66666667,25.66666667,21.66666667,11,8.333333333,10,75.15053333,79.55953333,78.04303333,80.54443333,85.8387,89.72223333,89.84946667,90.30106667,82.06666667,78.47313333,77.72223333,76.74195,0,0,0,0,17.05,172,88.23333333,156.5,68.4,0,0,0,257.55,196.05,215.25,170.85,138.4,132.85,164.55,121.4,153.15,230.85,233.15,237.9,20.49035,21.38035,18.779,16.37165,12.9323,10.79665,8.40645,11.20485,12.56335,13.88225,17.51,18.7032,5.366666667,7.033333333,0.233333333,2.133333333,0.15,-1.6,-3.933333333,-0.866666667,2.4,1,2.133333333,5.75,22.8473,24.34523333,22.157,20.29886667,17.10645,15.00443333,14.03763333,14.90213333,16.0611,17.45806667,19.9978,20.9984,18.2957,19.53333333,16.6957,15.84333333,12.7468,10.72443333,8.6129,11.4882,12.71666667,13.02043333,15.82223333,16.87905,14.52366667,16.38693333,13.6516,11.65776667,9.39355,8.01,5.783866667,8.367766667,9.439966667,9.323633333,11.80776667,12.75485,1.893,1.3876,1.706366667,1.624466667,2.063,1.988666667,1.8002,1.6794,1.655166667,1.592733333,2.2249,1.81535,15.88623333,18.1307,14.98546667,14.57856667,12.709,11.6858,10.16073333,12.33046667,12.12703333,11.85216667,14.099,14.87645
0,1,Auckland,2102,1/1/2010,Cattle,2010,0,Auckland__2010-01-01,1.666666667,40,68.33333333,185.3333333,59.33333333,11.33333333,89.58395,97.8527,95.7102,24.6424,0,0,0,0,0,4.9989,86.23473333,48.97906667,0,0,0,0,0,1.666666667,5,0.666666667,0,0,0,0,23.17053333,19.2987,16.07686667,11.87146667,7.94115,6.9702,8.057733333,8.526033333,12.4631,18.98013333,22.19676667,19.01623333,62.4,11.13333333,13.3,59,146.9,188.4,113.2666667,190.4666667,132.5333333,29,32.53333333,109.1666667,10.33333333,8.666666667,10.5,13,16.5,20.66666667,15.66666667,25.66666667,21.66666667,11,8.333333333,13.66666667,75.15053333,79.55953333,78.04303333,80.54443333,85.8387,89.72223333,89.84946667,90.30106667,82.06666667,78.47313333,77.72223333,77.66666667,0,0,0,0,17.05,172,88.23333333,156.5,68.4,0,0,0,257.55,196.05,215.25,170.85,138.4,132.85,164.55,121.4,153.15,230.85,233.15,186,20.49035,21.38035,18.779,16.37165,12.9323,10.79665,8.40645,11.20485,12.56335,13.88225,17.51,20.48065,5.366666667,7.033333333,0.233333333,2.133333333,0.15,-1.6,-3.933333333,-0.866666667,2.4,1,2.133333333,6,22.8473,24.34523333,22.157,20.29886667,17.10645,15.00443333,14.03763333,14.90213333,16.0611,17.45806667,19.9978,22.9226,18.2957,19.53333333,16.6957,15.84333333,12.7468,10.72443333,8.6129,11.4882,12.71666667,13.02043333,15.82223333,19.09676667,14.52366667,16.38693333,13.6516,11.65776667,9.39355,8.01,5.783866667,8.367766667,9.439966667,9.323633333,11.80776667,15.8645,1.893,1.3876,1.706366667,1.624466667,2.063,1.988666667,1.8002,1.6794,1.655166667,1.592733333,2.2249,1.855333333,15.88623333,18.1307,14.98546667,14.57856667,12.709,11.6858,10.16073333,12.33046667,12.12703333,11.85216667,14.099,17.30113333
1,2,Auckland,2102,2/1/2010,Cattle,2010,0.000475737,Auckland__2010-02-01,1.666666667,40,68.33333333,185.3333333,59.33333333,11.33333333,80.02756667,97.8527,95.7102,24.6424,0,0,0,0,0,4.9989,86.23473333,48.97906667,0,0,0,0,0,1.666666667,5,0.666666667,0,0,0,0,21.7256,19.2987,16.07686667,11.87146667,7.94115,6.9702,8.057733333,8.526033333,12.4631,18.98013333,22.19676667,19.01623333,210.2666667,11.13333333,13.3,59,146.9,188.4,113.2666667,190.4666667,132.5333333,29,32.53333333,109.1666667,9.333333333,8.666666667,10.5,13,16.5,20.66666667,15.66666667,25.66666667,21.66666667,11,8.333333333,13.66666667,76.06453333,79.55953333,78.04303333,80.54443333,85.8387,89.72223333,89.84946667,90.30106667,82.06666667,78.47313333,77.72223333,77.66666667,39.06666667,0,0,0,17.05,172,88.23333333,156.5,68.4,0,0,0,226.15,196.05,215.25,170.85,138.4,132.85,164.55,121.4,153.15,230.85,233.15,186,21.08225,21.38035,18.779,16.37165,12.9323,10.79665,8.40645,11.20485,12.56335,13.88225,17.51,20.48065,8.4,7.033333333,0.233333333,2.133333333,0.15,-1.6,-3.933333333,-0.866666667,2.4,1,2.133333333,6,24.11723333,24.34523333,22.157,20.29886667,17.10645,15.00443333,14.03763333,14.90213333,16.0611,17.45806667,19.9978,22.9226,19.3742,19.53333333,16.6957,15.84333333,12.7468,10.72443333,8.6129,11.4882,12.71666667,13.02043333,15.82223333,19.09676667,15.9032,16.38693333,13.6516,11.65776667,9.39355,8.01,5.783866667,8.367766667,9.439966667,9.323633333,11.80776667,15.8645,1.264866667,1.3876,1.706366667,1.624466667,2.063,1.988666667,1.8002,1.6794,1.655166667,1.592733333,2.2249,1.855333333,17.16116667,18.1307,14.98546667,14.57856667,12.709,11.6858,10.16073333,12.33046667,12.12703333,11.85216667,14.099,17.30113333
4,3,Auckland,2102,3/1/2010,Cattle,2010,0.00190295,Auckland__2010-03-01,1.666666667,40,68.33333333,185.3333333,59.33333333,11.33333333,80.02756667,40.5228,95.7102,24.6424,0,0,0,0,0,4.9989,86.23473333,48.97906667,0,0,0,0,0,1.666666667,5,0.666666667,0,0,0,0,21.7256,19.49856667,16.07686667,11.87146667,7.94115,6.9702,8.057733333,8.526033333,12.4631,18.98013333,22.19676667,19.01623333,210.2666667,23.53333333,13.3,59,146.9,188.4,113.2666667,190.4666667,132.5333333,29,32.53333333,109.1666667,9.333333333,5.666666667,10.5,13,16.5,20.66666667,15.66666667,25.66666667,21.66666667,11,8.333333333,13.66666667,76.06453333,81.86906667,78.04303333,80.54443333,85.8387,89.72223333,89.84946667,90.30106667,82.06666667,78.47313333,77.72223333,77.66666667,39.06666667,0,0,0,17.05,172,88.23333333,156.5,68.4,0,0,0,226.15,200.7,215.25,170.85,138.4,132.85,164.55,121.4,153.15,230.85,233.15,186,21.08225,20.77325,18.779,16.37165,12.9323,10.79665,8.40645,11.20485,12.56335,13.88225,17.51,20.48065,8.4,8.7,0.233333333,2.133333333,0.15,-1.6,-3.933333333,-0.866666667,2.4,1,2.133333333,6,24.11723333,24.35716667,22.157,20.29886667,17.10645,15.00443333,14.03763333,14.90213333,16.0611,17.45806667,19.9978,22.9226,19.3742,19.4512,16.6957,15.84333333,12.7468,10.72443333,8.6129,11.4882,12.71666667,13.02043333,15.82223333,19.09676667,15.9032,16.89883333,13.6516,11.65776667,9.39355,8.01,5.783866667,8.367766667,9.439966667,9.323633333,11.80776667,15.8645,1.264866667,1.502433333,1.706366667,1.624466667,2.063,1.988666667,1.8002,1.6794,1.655166667,1.592733333,2.2249,1.855333333,17.16116667,18.61396667,14.98546667,14.57856667,12.709,11.6858,10.16073333,12.33046667,12.12703333,11.85216667,14.099,17.30113333
1,4,Auckland,2102,4/1/2010,Cattle,2010,0.000475737,Auckland__2010-04-01,1.666666667,40,68.33333333,185.3333333,59.33333333,11.33333333,80.02756667,40.5228,4.931,24.6424,0,0,0,0,0,4.9989,86.23473333,48.97906667,0,0,0,0,0,1.666666667,5,0.666666667,0,0,0,0,21.7256,19.49856667,15.68203333,11.87146667,7.94115,6.9702,8.057733333,8.526033333,12.4631,18.98013333,22.19676667,19.01623333,210.2666667,23.53333333,172.7333333,59,146.9,188.4,113.2666667,190.4666667,132.5333333,29,32.53333333,109.1666667,9.333333333,5.666666667,10.66666667,13,16.5,20.66666667,15.66666667,25.66666667,21.66666667,11,8.333333333,13.66666667,76.06453333,81.86906667,85.37633333,80.54443333,85.8387,89.72223333,89.84946667,90.30106667,82.06666667,78.47313333,77.72223333,77.66666667,39.06666667,0,1.633333333,0,17.05,172,88.23333333,156.5,68.4,0,0,0,226.15,200.7,204.6,170.85,138.4,132.85,164.55,121.4,153.15,230.85,233.15,186,21.08225,20.77325,17.77095,16.37165,12.9323,10.79665,8.40645,11.20485,12.56335,13.88225,17.51,20.48065,8.4,8.7,4.066666667,2.133333333,0.15,-1.6,-3.933333333,-0.866666667,2.4,1,2.133333333,6,24.11723333,24.35716667,22.6731,20.29886667,17.10645,15.00443333,14.03763333,14.90213333,16.0611,17.45806667,19.9978,22.9226,19.3742,19.4512,16.9312,15.84333333,12.7468,10.72443333,8.6129,11.4882,12.71666667,13.02043333,15.82223333,19.09676667,15.9032,16.89883333,13.7645,11.65776667,9.39355,8.01,5.783866667,8.367766667,9.439966667,9.323633333,11.80776667,15.8645,1.264866667,1.502433333,1.955933333,1.624466667,2.063,1.988666667,1.8002,1.6794,1.655166667,1.592733333,2.2249,1.855333333,17.16116667,18.61396667,16.68343333,14.57856667,12.709,11.6858,10.16073333,12.33046667,12.12703333,11.85216667,14.099,17.30113333
